402;24340.18;50;2.43;1;1
403;24340.18;50;2.43;1;1
404;24340.18;50;2.43;1;1
405;24340.18;50;2.43;1;1
406;24340.18;50;2.43;1;1
407;24340.18;50;2.43;1;1
408;24340.18;50;2.43;1;1
409;24340.18;50;2.43;1;1
410;24340.18;50;2.43;1;1
411;24340.18;50;2.43;1;1
412;24340.18;50;2.43;1;1
413;24340.18;50;2.43;1;1
414;24340.18;50;2.43;1;1
415;24340.18;50;2.43;1;1
416;24340.18;50;2.43;1;1
417;24340.18;50;2.43;1;1
418;24340.18;50;2.43;1;1
419;24340.18;50;2.43;1;1
420;24340.18;50;2.43;1;1
421;24340.18;50;2.43;1;1
422;24340.18;50;2.43;1;1
423;24340.18;50;2.43;1;1
424;24340.18;50;2.43;1;1
425;24340.18;50;2.43;1;1
426;24340.18;50;2.43;1;1
427;24340.18;50;2.43;1;1
428;24340.18;50;2.43;1;1
429;24340.18;50;2.43;1;1
430;24340.18;50;2.43;1;1
431;24340.18;50;2.43;1;1
432;24340.18;50;2.43;1;1
433;24340.18;50;2.43;1;1
434;24340.18;50;2.43;1;1
435;24340.18;50;2.43;1;1
436;24340.18;50;2.43;1;1
437;24340.18;50;2.43;1;1
438;24340.18;50;2.43;1;1
439;24340.18;50;2.43;1;1
440;24340.18;50;2.43;1;1
441;24340.18;50;2.43;1;1
442;24340.18;50;2.43;1;1
443;24340.18;50;2.43;1;1
444;24340.18;50;2.43;1;1
445;24340.18;50;2.43;1;1
446;24340.18;50;2.43;1;1
447;24340.18;50;2.43;1;1
448;24340.18;50;2.43;1;1
449;24340.18;50;2.43;1;1
450;24340.18;50;2.43;1;1
451;24340.18;50;2.43;1;1
452;24340.18;50;2.43;1;1
453;24340.18;50;2.43;1;1
454;24340.18;50;2.43;1;1
455;24340.18;50;2.43;1;1
456;24340.18;50;2.43;1;1
457;24340.18;50;2.43;1;1
458;24340.18;50;2.43;1;1
459;24340.18;50;2.43;1;1
460;24340.18;50;2.43;1;1
461;24340.18;50;2.43;1;1
462;24340.18;50;2.43;1;1
463;24340.18;50;2.43;1;1
464;24340.18;50;2.43;1;1
465;24340.18;50;2.43;1;1
466;24340.18;50;2.43;1;1
467;24340.18;50;2.43;1;1
468;24340.18;50;2.43;1;1
469;24340.18;50;2.43;1;1
470;24340.18;50;2.43;1;1
471;24340.18;50;2.43;1;1
472;24340.18;50;2.43;1;1
473;24340.18;50;2.43;1;1
474;24340.18;50;2.43;1;1
475;24340.18;50;2.43;1;1
476;24340.18;50;2.43;1;1
477;24340.18;50;2.43;1;1
478;24340.18;50;2.43;1;1
479;24340.18;50;2.43;1;1
480;24340.18;50;2.43;1;1
481;24340.18;50;2.43;1;1
482;24340.18;50;2.43;1;1
483;24340.18;50;2.43;1;1
484;24340.18;50;2.43;1;1
485;24340.18;50;2.43;1;1
486;24340.18;50;2.43;1;1
487;24340.18;50;2.43;1;1
488;24340.18;50;2.43;1;1
489;24340.18;50;2.43;1;1
490;24340.18;50;2.43;1;1
491;24364.61;50;2.43;1;1
492;24340.18;50;2.44;1;1
493;24340.18;50;2.43;1;1
494;24340.18;50;2.43;1;1
495;24340.18;50;2.43;1;1
496;24340.18;50;2.43;1;1
497;24340.18;50;2.43;1;1
498;24340.18;50;2.43;1;1
499;24340.18;50;2.43;1;1
500;24364.61;50;2.43;1;1
501;24389.05;50;2.44;1;1
502;24364.61;50;2.44;1;1
503;24364.61;50;2.44;1;1
504;24340.18;50;2.44;1;1
505;24340.18;50;2.43;1;1
506;24340.18;50;2.43;1;1
507;24364.61;50;2.43;1;1
508;24340.18;50;2.44;1;1
509;24340.18;50;2.43;1;1
510;24340.18;50;2.43;1;1
511;24340.18;50;2.43;1;1
512;24340.18;50;2.43;1;1
513;24340.18;50;2.43;1;1
514;24340.18;50;2.43;1;1
515;24364.61;50;2.43;1;1
516;24340.18;50;2.44;1;1
517;24364.61;50;2.43;1;1
518;24340.18;50;2.44;1;1
519;24340.18;50;2.43;1;1
520;24340.18;50;2.43;1;1
521;24340.18;50;2.43;1;1
522;24389.05;50;2.43;1;1
523;24340.18;50;2.44;1;1
524;24364.61;50;2.43;1;1
525;24340.18;50;2.44;1;1
526;24364.61;50;2.43;1;1
527;24340.18;50;2.44;1;1
528;24389.05;50;2.43;1;1
529;24340.18;50;2.44;1;1
530;24389.05;50;2.43;1;1
531;24340.18;50;2.44;1;1
532;24364.61;50;2.43;1;1
533;24340.18;50;2.44;1;1
534;24364.61;50;2.43;1;1
535;24340.18;50;2.44;1;1
536;24364.61;50;2.43;1;1
537;24364.61;50;2.44;1;1
538;24364.61;50;2.44;1;1
539;24340.18;50;2.44;1;1
540;24364.61;50;2.43;1;1
541;24389.05;50;2.44;1;1
542;24389.05;50;2.44;1;1
543;24364.61;50;2.44;1;1
544;24364.61;50;2.44;1;1
545;24340.18;50;2.44;1;1
546;24364.61;50;2.43;1;1
547;24364.61;50;2.44;1;1
548;24340.18;50;2.44;1;1
549;24340.18;50;2.43;1;1
550;24340.18;50;2.43;1;1
551;24340.18;50;2.43;1;1
552;24340.18;50;2.43;1;1
553;24340.18;50;2.43;1;1
554;24340.18;50;2.43;1;1
555;24340.18;50;2.43;1;1
556;24340.18;50;2.43;1;1
557;24340.18;50;2.43;1;1
558;24340.18;50;2.43;1;1
559;24340.18;50;2.43;1;1
560;24340.18;50;2.43;1;1
561;24340.18;50;2.43;1;1
562;24340.18;50;2.43;1;1
563;24340.18;50;2.43;1;1
564;24340.18;50;2.43;1;1
565;24340.18;50;2.43;1;1
566;24340.18;50;2.43;1;1
567;24364.61;50;2.43;1;1
568;24364.61;50;2.44;1;1
569;24340.18;50;2.44;1;1
570;24340.18;50;2.43;1;1
571;24364.61;50;2.43;1;1
572;24340.18;50;2.44;1;1
573;24340.18;50;2.43;1;1
574;24364.61;50;2.43;1;1
575;24340.18;50;2.44;1;1
576;24340.18;50;2.43;1;1
577;24340.18;50;2.43;1;1
578;24389.05;50;2.43;1;1
579;24364.61;50;2.44;1;1
580;24340.18;50;2.44;1;1
581;24340.18;50;2.43;1;1
582;24364.61;50;2.43;1;1
583;24340.18;50;2.44;1;1
584;24340.18;50;2.43;1;1
585;24340.18;50;2.43;1;1
586;24364.61;50;2.43;1;1
587;24340.18;50;2.44;1;1
588;24364.61;50;2.43;1;1
589;24340.18;50;2.44;1;1
590;24340.18;50;2.43;1;1
591;24340.18;50;2.43;1;1
592;24340.18;50;2.43;1;1
593;24340.18;50;2.43;1;1
594;24340.18;50;2.43;1;1
595;24340.18;50;2.43;1;1
596;24364.61;50;2.43;1;1
597;24340.18;50;2.44;1;1
598;24364.61;50;2.43;1;1
599;24364.61;50;2.44;1;1
600;24340.18;50;2.44;1;1
601;24340.18;50;2.43;1;1
602;24340.18;50;2.43;1;1
603;24340.18;50;2.43;1;1
604;24340.18;50;2.43;1;1
605;24340.18;50;2.43;1;1
606;24340.18;50;2.43;1;1
607;24340.18;50;2.43;1;1
608;24340.18;50;2.43;1;1
609;24389.05;50;2.43;1;1
610;24340.18;50;2.44;1;1
611;24340.18;50;2.43;1;1
612;24340.18;50;2.43;1;1
613;24364.61;50;2.43;1;1
614;24340.18;50;2.44;1;1
615;24340.18;50;2.43;1;1
616;24340.18;50;2.43;1;1
617;24364.61;50;2.43;1;1
618;24340.18;50;2.44;1;1
619;24364.61;50;2.43;1;1
620;24340.18;50;2.44;1;1
621;24340.18;50;2.43;1;1
